Date,Description,Amount,Balance
20180926,INETBNK TRF CREDIT ABSA BANK Savings September ,6000.00,176450.19
20181003,ADMIN FEE  ,0.00,176450.19
20181003,ADMINISTRATION FEE  ,-25.22,176424.97
