Date,Description,Amount,Balance
20190201,MONTHLY ACCOUNT FEE  ,-23.00,0.00
20190201,CREDIT FACILITY SERVICE FEE  ,-27.00,0.00
20190201,CREDIT LIFE PREMIUM  ,-9.53,0.00
20190202,I AFRIHOST.COM 2        SEDENBURG     ZA 74548589033001504021341 ,-727.00,0.00
20190204,pay down cc 74565469033808910120001 ,5491.12,0.00
20190205,SMS FEE  ,-4.20,0.00
20190205,NETFLIX.COM              Amsterdam    NL 74987509035000599084945 ,-99.00,0.00
