Date,Description,Amount,Balance
20181225,INETBNK TRF CREDIT ABSA BANK Savings ,6000.00,194374.53
20181225,INETBNK TRF CREDIT ABSA BANK Saving Bonus ,6000.00,200374.53
20190103,ADMIN FEE  ,0.00,200374.53
20190103,ADMINISTRATION FEE  ,-26.00,200348.53
