Date,Description,Amount,Balance
20180828,CAPE UNION MART ADV CNT  CANAL WALK   ZA 74790508239715692852285 ,-2997.00,0.00
20180901,MONTHLY ACCOUNT FEE  ,-21.18,0.00
20180901,CREDIT FACILITY SERVICE FEE  ,-25.22,0.00
20180901,CREDIT LIFE PREMIUM  ,-7.58,0.00
20180903,INTERNET TRANSACTIONS    PRETORIA  ,3051.00,0.00
