Date,Description,Amount,Balance
20191129,INETBNK TRF CREDIT ABSA BANK Nov Savings ,25000.00,305148.53
20191203,ADMIN FEE  ,0.00,305148.53
20191203,ADMINISTRATION FEE  ,-26.00,305122.53
